fecha_pedido,semana,pedido_id,cliente_id,sucursal,asesor,sector_industrial,familia,abc_cliente,usd,kg,posiciones
2026-04-08,2026-04-06,PED0000011,CLI_0029,CORDOBA,ASESOR_5,AUTOPARTES,BULONERIA,B,2223.94,3164.5,5
2026-04-08,2026-04-06,PED0000012,CLI_0002,CAPITAL,ASESOR_5,AGRO,CH430,B,783.39,982.3,1
2026-04-08,2026-04-06,PED0000012,CLI_0002,CAPITAL,ASESOR_5,AGRO,CH316,B,2522.77,2999.1,1
2026-04-08,2026-04-06,PED0000012,CLI_0002,CAPITAL,ASESOR_5,AGRO,CH304,B,3834.68,4702.0,2
2026-04-08,2026-04-06,PED0000013,CLI_0031,ROSARIO,ASESOR_6,METALMECANICA,PERFILES,C,2059.68,1996.7,5
2026-04-09,2026-04-06,PED0000014,CLI_0008,ROSARIO,ASESOR_6,AGRO,CAÑOS Y TUBOS,B,2069.64,2215.5,5
2026-04-09,2026-04-06,PED0000014,CLI_0008,ROSARIO,ASESOR_6,AGRO,CH304,B,1140.95,1449.9,1
2026-04-09,2026-04-06,PED0000014,CLI_0008,ROSARIO,ASESOR_6,AGRO,CH316,B,1126.4,1469.8,2
2026-04-08,2026-04-06,PED0000015,CLI_0009,CAPITAL,ASESOR_1,AGRO,CH316,A,2597.01,4021.2,5
2026-04-08,2026-04-06,PED0000015,CLI_0009,CAPITAL,ASESOR_1,AGRO,PERFILES,A,1687.96,1678.5,4
2026-04-08,2026-04-06,PED0000016,CLI_0044,MENDOZA,ASESOR_2,CONSTRUCCION,CAÑOS Y TUBOS,A,1750.42,1476.2,6
2026-04-07,2026-04-06,PED0000017,CLI_0028,CAPITAL,ASESOR_1,METALMECANICA,PERFILES,C,1584.22,1802.1,3
2026-04-06,2026-04-06,PED0000018,CLI_0025,MENDOZA,ASESOR_2,CONSTRUCCION,PERFILES,B,2031.18,3199.5,2
2026-04-06,2026-04-06,PED0000019,CLI_0042,ROSARIO,ASESOR_4,METALMECANICA,CH304,B,1380.59,1397.4,4
2026-04-07,2026-04-06,PED0000020,CLI_0008,CORDOBA,ASESOR_4,ENERGIA,CH316,C,1336.81,1688.8,5
2026-04-10,2026-04-06,PED0000021,CLI_0013,CAPITAL,ASESOR_6,AGRO,PERFILES,A,2000.61,1728.7,2
2026-04-10,2026-04-06,PED0000021,CLI_0013,CAPITAL,ASESOR_6,AGRO,CH316,A,2495.52,2132.1,2
2026-04-10,2026-04-06,PED0000021,CLI_0013,CAPITAL,ASESOR_6,AGRO,CH304,A,2946.09,4576.1,5
2026-04-09,2026-04-06,PED0000022,CLI_0022,ROSARIO,ASESOR_5,ENERGIA,PERFILES,A,1945.33,1962.1,6
2026-04-09,2026-04-06,PED0000022,CLI_0022,ROSARIO,ASESOR_5,ENERGIA,BULONERIA,A,1400.63,1388.0,4
2026-04-06,2026-04-06,PED0000023,CLI_0004,ROSARIO,ASESOR_6,AGRO,PERFILES,B,2673.32,2295.3,2
2026-04-08,2026-04-06,PED0000024,CLI_0007,CORDOBA,ASESOR_2,AGRO,CAÑOS Y TUBOS,C,1730.47,2358.3,5
2026-04-07,2026-04-06,PED0000025,CLI_0008,CAPITAL,ASESOR_6,ENERGIA,CH304,B,3470.14,3207.7,3
2026-04-10,2026-04-06,PED0000026,CLI_0007,ROSARIO,ASESOR_6,AGRO,CH304,B,884.52,1007.3,3
2026-04-07,2026-04-06,PED0000027,CLI_0013,CAPITAL,ASESOR_1,AGRO,PERFILES,C,1675.52,1490.4,6
2026-04-07,2026-04-06,PED0000027,CLI_0013,CAPITAL,ASESOR_1,AGRO,CAÑOS Y TUBOS,C,2264.5,2800.0,3
2026-04-06,2026-04-06,PED0000028,CLI_0037,ROSARIO,ASESOR_4,AUTOPARTES,CH316,A,1329.09,1658.6,4
2026-04-06,2026-04-06,PED0000028,CLI_0037,ROSARIO,ASESOR_4,AUTOPARTES,BULONERIA,A,1563.46,2188.2,2
2026-04-06,2026-04-06,PED0000028,CLI_0037,ROSARIO,ASESOR_4,AUTOPARTES,CH304,A,1313.54,2076.7,2
2026-04-09,2026-04-06,PED0000029,CLI_0019,MENDOZA,ASESOR_1,AUTOPARTES,BULONERIA,C,1917.87,2742.4,1
2026-04-09,2026-04-06,PED0000029,CLI_0019,MENDOZA,ASESOR_1,AUTOPARTES,CH316,C,1359.2,1129.5,4
2026-04-07,2026-04-06,PED0000030,CLI_0039,ROSARIO,ASESOR_2,METALMECANICA,CH316,B,1361.2,1392.3,1
2026-04-08,2026-04-06,PED0000031,CLI_0025,CORDOBA,ASESOR_3,ENERGIA,CH304,B,1462.65,2321.0,1
2026-04-08,2026-04-06,PED0000031,CLI_0025,CORDOBA,ASESOR_3,ENERGIA,CH430,B,1046.27,1200.7,6
2026-04-08,2026-04-06,PED0000031,CLI_0025,CORDOBA,ASESOR_3,ENERGIA,CH316,B,1238.1,1422.7,5
2026-04-09,2026-04-06,PED0000032,CLI_0003,CAPITAL,ASESOR_4,ENERGIA,PERFILES,A,1777.91,2759.7,6
2026-04-10,2026-04-06,PED0000033,CLI_0022,ROSARIO,ASESOR_3,METALMECANICA,CH304,A,1233.07,1282.7,3
2026-04-07,2026-04-06,PED0000034,CLI_0024,MENDOZA,ASESOR_3,METALMECANICA,BULONERIA,C,2649.01,3554.6,2
2026-04-08,2026-04-06,PED0000035,CLI_0005,CORDOBA,ASESOR_4,ENERGIA,PERFILES,C,3028.33,3203.4,4
2026-04-06,2026-04-06,PED0000036,CLI_0031,MENDOZA,ASESOR_6,AUTOPARTES,BULONERIA,B,2315.31,2473.1,2
2026-04-07,2026-04-06,PED0000037,CLI_0024,CORDOBA,ASESOR_2,AUTOPARTES,PERFILES,A,2752.01,3588.1,2
2026-04-07,2026-04-06,PED0000037,CLI_0024,CORDOBA,ASESOR_2,AUTOPARTES,CH304,A,1559.5,1726.6,4
2026-04-07,2026-04-06,PED0000037,CLI_0024,CORDOBA,ASESOR_2,AUTOPARTES,CAÑOS Y TUBOS,A,1293.16,1713.2,1
2026-04-09,2026-04-06,PED0000038,CLI_0022,CAPITAL,ASESOR_4,AUTOPARTES,CH316,A,3846.19,3450.4,2
2026-04-09,2026-04-06,PED0000039,CLI_0025,MENDOZA,ASESOR_6,ENERGIA,BULONERIA,C,2091.48,3190.5,4
2026-04-09,2026-04-06,PED0000039,CLI_0025,MENDOZA,ASESOR_6,ENERGIA,PERFILES,C,2084.37,2907.5,4
2026-04-10,2026-04-06,PED0000040,CLI_0018,MENDOZA,ASESOR_3,AUTOPARTES,CH316,C,1281.26,1104.4,3
2026-04-06,2026-04-06,PED0000041,CLI_0011,ROSARIO,ASESOR_3,AGRO,CH316,B,1350.14,1245.2,2
2026-04-09,2026-04-06,PED0000042,CLI_0010,CAPITAL,ASESOR_4,METALMECANICA,CAÑOS Y TUBOS,B,1779.89,2520.0,6
2026-04-08,2026-04-06,PED0000043,CLI_0008,CAPITAL,ASESOR_5,METALMECANICA,CAÑOS Y TUBOS,B,2117.16,2618.7,5
2026-04-08,2026-04-06,PED0000043,CLI_0008,CAPITAL,ASESOR_5,METALMECANICA,PERFILES,B,1949.42,2320.9,3
2026-04-07,2026-04-06,PED0000044,CLI_0023,MENDOZA,ASESOR_4,CONSTRUCCION,CH316,B,1468.64,2240.5,5
2026-04-07,2026-04-06,PED0000044,CLI_0023,MENDOZA,ASESOR_4,CONSTRUCCION,PERFILES,B,1794.99,1474.9,6
2026-04-09,2026-04-06,PED0000045,CLI_0040,MENDOZA,ASESOR_2,METALMECANICA,CAÑOS Y TUBOS,A,1352.78,1906.0,4
2026-04-06,2026-04-06,PED0000046,CLI_0011,CORDOBA,ASESOR_4,AGRO,CH304,C,1212.13,1036.2,6
2026-04-06,2026-04-06,PED0000046,CLI_0011,CORDOBA,ASESOR_4,AGRO,CH430,C,1001.94,826.4,2
2026-04-09,2026-04-06,PED0000047,CLI_0023,ROSARIO,ASESOR_1,ENERGIA,PERFILES,A,2104.55,2115.1,3
2026-04-09,2026-04-06,PED0000047,CLI_0023,ROSARIO,ASESOR_1,ENERGIA,CH316,A,1195.8,1537.6,6
2026-04-08,2026-04-06,PED0000048,CLI_0006,CAPITAL,ASESOR_2,AGRO,CAÑOS Y TUBOS,A,2299.87,2204.8,5
2026-04-08,2026-04-06,PED0000048,CLI_0006,CAPITAL,ASESOR_2,AGRO,BULONERIA,A,1949.65,2538.0,1
2026-04-08,2026-04-06,PED0000049,CLI_0001,CORDOBA,ASESOR_6,ENERGIA,BULONERIA,C,2039.86,2457.6,3
2026-04-09,2026-04-06,PED0000050,CLI_0029,CAPITAL,ASESOR_4,METALMECANICA,CAÑOS Y TUBOS,A,2104.24,3308.7,3
2026-04-09,2026-04-06,PED0000050,CLI_0029,CAPITAL,ASESOR_4,METALMECANICA,CH316,A,3366.42,5169.8,4
2026-04-06,2026-04-06,PED0000051,CLI_0030,MENDOZA,ASESOR_4,ENERGIA,CAÑOS Y TUBOS,B,1291.33,1513.1,5
2026-04-07,2026-04-06,PED0000052,CLI_0022,MENDOZA,ASESOR_3,CONSTRUCCION,CH430,B,1408.57,1510.4,5
2026-04-06,2026-04-06,PED0000053,CLI_0041,CORDOBA,ASESOR_5,CONSTRUCCION,CAÑOS Y TUBOS,B,1474.53,2074.0,6
2026-04-06,2026-04-06,PED0000054,CLI_0000,MENDOZA,ASESOR_6,METALMECANICA,CAÑOS Y TUBOS,B,1623.02,1696.0,5
2026-04-10,2026-04-06,PED0000055,CLI_0023,CORDOBA,ASESOR_4,ENERGIA,BULONERIA,B,2130.56,2227.1,2
2026-04-07,2026-04-06,PED0000056,CLI_0017,CAPITAL,ASESOR_6,AUTOPARTES,BULONERIA,B,1765.94,2436.4,5
2026-04-07,2026-04-06,PED0000057,CLI_0033,CORDOBA,ASESOR_1,AUTOPARTES,BULONERIA,B,2218.22,2261.4,1
2026-04-06,2026-04-06,PED0000058,CLI_0019,CORDOBA,ASESOR_6,AUTOPARTES,PERFILES,C,2844.4,3050.8,1
2026-04-06,2026-04-06,PED0000058,CLI_0019,CORDOBA,ASESOR_6,AUTOPARTES,CH430,C,1139.99,1697.9,1
2026-04-06,2026-04-06,PED0000058,CLI_0019,CORDOBA,ASESOR_6,AUTOPARTES,CAÑOS Y TUBOS,C,1721.85,1929.4,1
2026-04-06,2026-04-06,PED0000059,CLI_0038,CAPITAL,ASESOR_2,AUTOPARTES,CH304,C,3259.53,4669.6,2
2026-04-06,2026-04-06,PED0000059,CLI_0038,CAPITAL,ASESOR_2,AUTOPARTES,PERFILES,C,1850.14,2043.1,4
2026-04-06,2026-04-06,PED0000059,CLI_0038,CAPITAL,ASESOR_2,AUTOPARTES,CAÑOS Y TUBOS,C,1693.11,2151.6,4
2026-04-07,2026-04-06,PED0000060,CLI_0039,CORDOBA,ASESOR_5,ENERGIA,CH430,A,1077.92,1012.2,1
2026-04-07,2026-04-06,PED0000060,CLI_0039,CORDOBA,ASESOR_5,ENERGIA,CH304,A,1164.54,1312.2,6
2026-04-09,2026-04-06,PED0000061,CLI_0021,MENDOZA,ASESOR_3,CONSTRUCCION,CH316,B,1750.06,2503.1,6
2026-04-08,2026-04-06,PED0000062,CLI_0040,ROSARIO,ASESOR_4,CONSTRUCCION,CH304,B,925.42,968.1,6
2026-04-08,2026-04-06,PED0000062,CLI_0040,ROSARIO,ASESOR_4,CONSTRUCCION,BULONERIA,B,1468.92,2257.7,4
2026-04-10,2026-04-06,PED0000063,CLI_0013,CAPITAL,ASESOR_4,AGRO,CAÑOS Y TUBOS,C,1488.78,1238.5,4
2026-04-10,2026-04-06,PED0000064,CLI_0035,CORDOBA,ASESOR_5,AGRO,CH304,A,1459.6,2058.7,2
2026-04-10,2026-04-06,PED0000064,CLI_0035,CORDOBA,ASESOR_5,AGRO,CH430,A,1281.81,1693.5,3
2026-04-06,2026-04-06,PED0000065,CLI_0036,ROSARIO,ASESOR_5,METALMECANICA,CAÑOS Y TUBOS,C,2199.97,2939.4,2
2026-04-10,2026-04-06,PED0000066,CLI_0035,CORDOBA,ASESOR_4,METALMECANICA,CH304,B,1275.61,1350.4,4
2026-04-07,2026-04-06,PED0000067,CLI_0007,CAPITAL,ASESOR_6,ENERGIA,PERFILES,B,1834.49,2385.4,1
2026-04-09,2026-04-06,PED0000068,CLI_0025,ROSARIO,ASESOR_3,ENERGIA,CAÑOS Y TUBOS,A,2967.78,3819.8,2
2026-04-09,2026-04-06,PED0000068,CLI_0025,ROSARIO,ASESOR_3,ENERGIA,CH304,A,1227.53,1287.2,1
2026-04-09,2026-04-06,PED0000068,CLI_0025,ROSARIO,ASESOR_3,ENERGIA,PERFILES,A,2197.96,1922.3,1
2026-04-10,2026-04-06,PED0000069,CLI_0033,MENDOZA,ASESOR_1,AUTOPARTES,CAÑOS Y TUBOS,B,1836.62,1827.4,5
2026-04-10,2026-04-06,PED0000069,CLI_0033,MENDOZA,ASESOR_1,AUTOPARTES,BULONERIA,B,1785.26,1700.4,5
2026-04-08,2026-04-06,PED0000070,CLI_0042,ROSARIO,ASESOR_1,AGRO,PERFILES,C,1909.42,1983.6,5
2026-04-08,2026-04-06,PED0000070,CLI_0042,ROSARIO,ASESOR_1,AGRO,CH430,C,1264.59,1679.3,2
2026-04-08,2026-04-06,PED0000070,CLI_0042,ROSARIO,ASESOR_1,AGRO,CH304,C,1081.31,1284.0,3
2026-04-10,2026-04-06,PED0000071,CLI_0017,MENDOZA,ASESOR_4,AGRO,CAÑOS Y TUBOS,C,1143.07,1595.5,6
2026-04-07,2026-04-06,PED0000072,CLI_0029,MENDOZA,ASESOR_4,AUTOPARTES,PERFILES,B,1592.92,1402.2,4
2026-04-09,2026-04-06,PED0000073,CLI_0026,CAPITAL,ASESOR_5,METALMECANICA,CH316,A,3629.91,3673.5,5
2026-04-09,2026-04-06,PED0000073,CLI_0026,CAPITAL,ASESOR_5,METALMECANICA,CH304,A,3393.21,4478.6,3
2026-04-09,2026-04-06,PED0000073,CLI_0026,CAPITAL,ASESOR_5,METALMECANICA,CAÑOS Y TUBOS,A,2215.91,3296.1,4
2026-04-10,2026-04-06,PED0000074,CLI_0037,CORDOBA,ASESOR_6,METALMECANICA,BULONERIA,C,2382.09,2453.3,2
2026-04-09,2026-04-06,PED0000075,CLI_0014,CAPITAL,ASESOR_4,CONSTRUCCION,CH430,C,1081.54,905.0,1
2026-04-10,2026-04-06,PED0000076,CLI_0014,CORDOBA,ASESOR_3,AGRO,BULONERIA,B,2499.99,2340.0,1
2026-04-07,2026-04-06,PED0000077,CLI_0031,MENDOZA,ASESOR_5,AUTOPARTES,CH430,B,1201.22,1601.8,4
2026-04-08,2026-04-06,PED0000078,CLI_0045,CORDOBA,ASESOR_6,ENERGIA,CH430,A,1272.92,1326.0,4
2026-04-08,2026-04-06,PED0000078,CLI_0045,CORDOBA,ASESOR_6,ENERGIA,CAÑOS Y TUBOS,A,1745.0,1544.9,4
2026-04-08,2026-04-06,PED0000078,CLI_0045,CORDOBA,ASESOR_6,ENERGIA,BULONERIA,A,2259.43,2846.5,6
2026-04-10,2026-04-06,PED0000079,CLI_0029,CORDOBA,ASESOR_1,METALMECANICA,CH430,B,1370.65,1482.8,6
2026-04-10,2026-04-06,PED0000079,CLI_0029,CORDOBA,ASESOR_1,METALMECANICA,CH316,B,915.21,915.7,6
2026-04-08,2026-04-06,PED0000080,CLI_0006,ROSARIO,ASESOR_6,CONSTRUCCION,CH304,C,1035.93,937.7,3
2026-04-08,2026-04-06,PED0000080,CLI_0006,ROSARIO,ASESOR_6,CONSTRUCCION,PERFILES,C,1956.42,2215.5,2
2026-04-07,2026-04-06,PED0000081,CLI_0007,ROSARIO,ASESOR_5,AGRO,CAÑOS Y TUBOS,B,2960.86,3067.8,3
2026-04-09,2026-04-06,PED0000082,CLI_0036,CAPITAL,ASESOR_4,CONSTRUCCION,PERFILES,A,1862.32,1510.6,5
2026-04-09,2026-04-06,PED0000082,CLI_0036,CAPITAL,ASESOR_4,CONSTRUCCION,CH430,A,730.61,799.9,6
2026-04-09,2026-04-06,PED0000082,CLI_0036,CAPITAL,ASESOR_4,CONSTRUCCION,CH304,A,3361.7,4261.4,6
2026-04-08,2026-04-06,PED0000083,CLI_0036,CORDOBA,ASESOR_1,AUTOPARTES,CH316,B,1304.68,1359.2,4
2026-04-08,2026-04-06,PED0000083,CLI_0036,CORDOBA,ASESOR_1,AUTOPARTES,CH304,B,1136.52,950.4,1
2026-04-08,2026-04-06,PED0000083,CLI_0036,CORDOBA,ASESOR_1,AUTOPARTES,CAÑOS Y TUBOS,B,1337.94,1597.6,1
2026-04-10,2026-04-06,PED0000084,CLI_0016,ROSARIO,ASESOR_5,AUTOPARTES,BULONERIA,B,1407.21,2122.5,6
2026-04-06,2026-04-06,PED0000085,CLI_0011,CAPITAL,ASESOR_4,ENERGIA,CH316,B,3094.01,3059.6,3
2026-04-06,2026-04-06,PED0000085,CLI_0011,CAPITAL,ASESOR_4,ENERGIA,CAÑOS Y TUBOS,B,1506.59,2031.7,5
2026-04-09,2026-04-06,PED0000086,CLI_0030,CORDOBA,ASESOR_1,METALMECANICA,CH316,B,1159.73,1481.8,1
2026-04-06,2026-04-06,PED0000087,CLI_0037,CAPITAL,ASESOR_3,AUTOPARTES,PERFILES,C,1696.23,2460.3,2
2026-04-06,2026-04-06,PED0000087,CLI_0037,CAPITAL,ASESOR_3,AUTOPARTES,CH316,C,2909.24,2670.8,5
2026-04-08,2026-04-06,PED0000088,CLI_0042,CAPITAL,ASESOR_3,AUTOPARTES,CH304,C,2525.22,2743.9,2
2026-04-08,2026-04-06,PED0000088,CLI_0042,CAPITAL,ASESOR_3,AUTOPARTES,BULONERIA,C,1859.08,1510.7,3
2026-04-09,2026-04-06,PED0000089,CLI_0004,CAPITAL,ASESOR_2,METALMECANICA,CH430,B,905.96,803.8,5
2026-04-08,2026-04-06,PED0000090,CLI_0014,ROSARIO,ASESOR_5,CONSTRUCCION,CH304,C,867.04,1025.9,4
2026-04-06,2026-04-06,PED0000091,CLI_0024,MENDOZA,ASESOR_6,CONSTRUCCION,CH430,B,959.76,979.0,6
2026-04-06,2026-04-06,PED0000091,CLI_0024,MENDOZA,ASESOR_6,CONSTRUCCION,PERFILES,B,1813.22,2483.6,4
2026-04-06,2026-04-06,PED0000091,CLI_0024,MENDOZA,ASESOR_6,CONSTRUCCION,CH316,B,1801.12,2205.4,4
2026-04-07,2026-04-06,PED0000092,CLI_0018,MENDOZA,ASESOR_1,CONSTRUCCION,CH316,C,1381.77,2020.1,4
2026-04-08,2026-04-06,PED0000093,CLI_0022,MENDOZA,ASESOR_6,CONSTRUCCION,CH316,B,1578.88,1862.2,1
2026-04-07,2026-04-06,PED0000094,CLI_0029,CAPITAL,ASESOR_1,METALMECANICA,PERFILES,A,1676.15,2239.4,4
2026-04-07,2026-04-06,PED0000094,CLI_0029,CAPITAL,ASESOR_1,METALMECANICA,BULONERIA,A,1649.7,2197.9,4
2026-04-10,2026-04-06,PED0000095,CLI_0008,CAPITAL,ASESOR_3,ENERGIA,CH316,B,3431.37,3360.7,1
2026-04-10,2026-04-06,PED0000096,CLI_0036,CORDOBA,ASESOR_5,AGRO,CAÑOS Y TUBOS,A,1738.93,2746.9,5
2026-04-08,2026-04-06,PED0000097,CLI_0010,CAPITAL,ASESOR_5,AGRO,CH430,A,1066.44,1336.3,4
2026-04-08,2026-04-06,PED0000097,CLI_0010,CAPITAL,ASESOR_5,AGRO,CH304,A,2428.93,3383.0,1
2026-04-08,2026-04-06,PED0000097,CLI_0010,CAPITAL,ASESOR_5,AGRO,CH316,A,2532.49,3100.7,4
2026-04-08,2026-04-06,PED0000098,CLI_0007,MENDOZA,ASESOR_4,AGRO,PERFILES,A,1378.12,1160.5,2
2026-04-08,2026-04-06,PED0000098,CLI_0007,MENDOZA,ASESOR_4,AGRO,BULONERIA,A,2447.19,2055.2,1
2026-04-09,2026-04-06,PED0000099,CLI_0036,CORDOBA,ASESOR_4,METALMECANICA,PERFILES,B,2319.86,2653.8,3
2026-04-10,2026-04-06,PED0000100,CLI_0009,MENDOZA,ASESOR_5,AGRO,CH316,A,1300.62,1260.3,2
2026-04-09,2026-04-06,PED0000101,CLI_0039,CORDOBA,ASESOR_3,AGRO,CAÑOS Y TUBOS,A,1507.16,1483.2,5
2026-04-09,2026-04-06,PED0000102,CLI_0037,CORDOBA,ASESOR_1,METALMECANICA,CH304,C,1660.56,2093.3,5
2026-04-06,2026-04-06,PED0000103,CLI_0006,MENDOZA,ASESOR_6,METALMECANICA,CH316,B,1683.72,2585.9,1
2026-04-06,2026-04-06,PED0000103,CLI_0006,MENDOZA,ASESOR_6,METALMECANICA,PERFILES,B,1683.97,1489.8,4
2026-04-06,2026-04-06,PED0000103,CLI_0006,MENDOZA,ASESOR_6,METALMECANICA,CAÑOS Y TUBOS,B,1546.81,1885.8,4
2026-04-06,2026-04-06,PED0000104,CLI_0013,CORDOBA,ASESOR_6,AGRO,CH304,B,1427.52,1363.5,3
2026-04-08,2026-04-06,PED0000105,CLI_0030,CORDOBA,ASESOR_6,AUTOPARTES,PERFILES,B,2376.0,3343.8,1
2026-04-10,2026-04-06,PED0000106,CLI_0043,ROSARIO,ASESOR_6,METALMECANICA,PERFILES,B,2532.11,3296.2,2
2026-04-10,2026-04-06,PED0000106,CLI_0043,ROSARIO,ASESOR_6,METALMECANICA,CH430,B,1179.38,1385.9,6
2026-04-06,2026-04-06,PED0000107,CLI_0046,CORDOBA,ASESOR_3,ENERGIA,CAÑOS Y TUBOS,A,1140.14,1248.4,3
2026-04-09,2026-04-06,PED0000108,CLI_0021,CAPITAL,ASESOR_6,CONSTRUCCION,PERFILES,C,1995.29,2775.7,1
2026-04-10,2026-04-06,PED0000109,CLI_0036,MENDOZA,ASESOR_5,AUTOPARTES,CH304,B,2701.47,3913.8,3
2026-04-09,2026-04-06,PED0000110,CLI_0021,CAPITAL,ASESOR_5,AUTOPARTES,PERFILES,A,1348.56,1481.1,3
2026-04-08,2026-04-06,PED0000111,CLI_0014,MENDOZA,ASESOR_4,AGRO,CH304,C,2850.28,3161.7,3
2026-04-08,2026-04-06,PED0000112,CLI_0008,ROSARIO,ASESOR_3,CONSTRUCCION,BULONERIA,C,1389.44,1547.2,5
2026-04-07,2026-04-06,PED0000113,CLI_0012,CAPITAL,ASESOR_3,ENERGIA,BULONERIA,B,1418.17,1895.2,5
2026-04-07,2026-04-06,PED0000113,CLI_0012,CAPITAL,ASESOR_3,ENERGIA,PERFILES,B,1513.67,1650.0,2
2026-04-07,2026-04-06,PED0000114,CLI_0019,ROSARIO,ASESOR_3,METALMECANICA,CH304,A,1115.27,1373.8,6
2026-04-10,2026-04-06,PED0000115,CLI_0011,CAPITAL,ASESOR_6,AGRO,CH316,C,2674.23,3621.6,5
2026-04-07,2026-04-06,PED0000116,CLI_0022,ROSARIO,ASESOR_6,METALMECANICA,PERFILES,A,1857.12,1841.0,4
2026-04-07,2026-04-06,PED0000116,CLI_0022,ROSARIO,ASESOR_6,METALMECANICA,CH430,A,1461.62,1396.2,6
2026-04-07,2026-04-06,PED0000116,CLI_0022,ROSARIO,ASESOR_6,METALMECANICA,CAÑOS Y TUBOS,A,2936.56,4661.9,4
2026-04-07,2026-04-06,PED0000117,CLI_0019,CORDOBA,ASESOR_4,ENERGIA,CH316,B,840.51,995.6,3
2026-04-07,2026-04-06,PED0000117,CLI_0019,CORDOBA,ASESOR_4,ENERGIA,CH430,B,1336.48,1178.9,5
2026-04-09,2026-04-06,PED0000118,CLI_0017,CAPITAL,ASESOR_3,CONSTRUCCION,CH316,C,3892.24,3805.2,4
2026-04-09,2026-04-06,PED0000118,CLI_0017,CAPITAL,ASESOR_3,CONSTRUCCION,CAÑOS Y TUBOS,C,2246.32,3469.2,4
2026-04-09,2026-04-06,PED0000118,CLI_0017,CAPITAL,ASESOR_3,CONSTRUCCION,CH304,C,2403.67,2888.3,2
2026-04-06,2026-04-06,PED0000119,CLI_0035,MENDOZA,ASESOR_1,AGRO,BULONERIA,B,2487.29,2263.6,3
2026-04-06,2026-04-06,PED0000119,CLI_0035,MENDOZA,ASESOR_1,AGRO,CH430,B,1481.86,1745.6,2
2026-04-06,2026-04-06,PED0000120,CLI_0009,MENDOZA,ASESOR_4,ENERGIA,CH316,A,1479.24,2044.0,5
2026-04-06,2026-04-06,PED0000121,CLI_0031,MENDOZA,ASESOR_1,AGRO,BULONERIA,B,2490.03,2902.6,1
2026-04-10,2026-04-06,PED0000122,CLI_0016,MENDOZA,ASESOR_5,ENERGIA,CH316,A,1293.3,1036.3,3
2026-04-10,2026-04-06,PED0000123,CLI_0018,ROSARIO,ASESOR_5,METALMECANICA,CH304,A,1050.15,1235.1,6
2026-04-10,2026-04-06,PED0000123,CLI_0018,ROSARIO,ASESOR_5,METALMECANICA,PERFILES,A,2020.85,2220.2,6
2026-04-10,2026-04-06,PED0000123,CLI_0018,ROSARIO,ASESOR_5,METALMECANICA,BULONERIA,A,958.27,1371.1,3
2026-04-07,2026-04-06,PED0000124,CLI_0011,ROSARIO,ASESOR_6,CONSTRUCCION,PERFILES,C,1969.08,2587.8,6
2026-04-06,2026-04-06,PED0000125,CLI_0018,MENDOZA,ASESOR_6,METALMECANICA,CAÑOS Y TUBOS,C,1328.04,1109.0,2
2026-04-06,2026-04-06,PED0000125,CLI_0018,MENDOZA,ASESOR_6,METALMECANICA,CH304,C,3304.32,3477.7,3
