fecha_pedido,semana,pedido_id,cliente_id,sucursal,asesor,sector_industrial,familia,abc_cliente,usd,kg,posiciones
2026-04-16,2026-04-13,PED00025,CLI017,SUCURSAL ESTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA DELTA,A,1325.36,1626.1,2
2026-04-16,2026-04-13,PED00026,CLI036,SUCURSAL ESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA ALFA,B,624.77,614.8,1
2026-04-16,2026-04-13,PED00026,CLI036,SUCURSAL ESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA DELTA,B,1198.48,1073.3,5
2026-04-17,2026-04-13,PED00027,CLI009,SUCURSAL OESTE,ASESOR TRES,SECTOR AGRO,FAMILIA BETA,C,1337.01,1555.4,5
2026-04-16,2026-04-13,PED00028,CLI011,SUCURSAL OESTE,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA BETA,A,1581.17,1536.0,5
2026-04-17,2026-04-13,PED00029,CLI011,SUCURSAL OESTE,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA BETA,C,1254.93,970.0,4
2026-04-17,2026-04-13,PED00029,CLI011,SUCURSAL OESTE,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA DELTA,C,1111.67,1225.8,4
2026-04-14,2026-04-13,PED00030,CLI009,SUCURSAL OESTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA GAMMA,C,2014.28,1575.9,4
2026-04-14,2026-04-13,PED00030,CLI009,SUCURSAL OESTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA ALFA,C,1331.75,1693.3,4
2026-04-14,2026-04-13,PED00031,CLI010,SUCURSAL OESTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA DELTA,C,1162.21,1062.2,1
2026-04-14,2026-04-13,PED00031,CLI010,SUCURSAL OESTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA BETA,C,1598.45,1137.6,5
2026-04-15,2026-04-13,PED00032,CLI012,SUCURSAL OESTE,ASESOR DOS,SECTOR AGRO,FAMILIA GAMMA,C,2245.96,1658.8,2
2026-04-14,2026-04-13,PED00033,CLI001,SUCURSAL OESTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA BETA,B,1655.77,2003.1,3
2026-04-15,2026-04-13,PED00034,CLI004,SUCURSAL OESTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA ALFA,B,1679.75,1360.6,1
2026-04-13,2026-04-13,PED00035,CLI011,SUCURSAL OESTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA BETA,C,1213.52,1477.7,4
2026-04-24,2026-04-20,PED00036,CLI011,SUCURSAL NORTE,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA BETA,B,825.03,1057.3,3
2026-04-22,2026-04-20,PED00037,CLI011,SUCURSAL NORTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA BETA,B,643.02,643.1,2
2026-04-20,2026-04-20,PED00038,CLI013,SUCURSAL NORTE,ASESOR DOS,SECTOR AGRO,FAMILIA BETA,C,706.0,598.3,4
2026-04-23,2026-04-20,PED00039,CLI014,SUCURSAL NORTE,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA DELTA,C,2278.82,2016.0,2
2026-04-23,2026-04-20,PED00040,CLI021,SUCURSAL NORTE,ASESOR UNO,SECTOR AGRO,FAMILIA ALFA,A,1787.05,1921.6,3
2026-04-23,2026-04-20,PED00040,CLI021,SUCURSAL NORTE,ASESOR UNO,SECTOR AGRO,FAMILIA DELTA,A,1864.86,1367.4,4
2026-04-22,2026-04-20,PED00041,CLI012,SUCURSAL NORTE,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA BETA,C,605.84,586.1,3
2026-04-21,2026-04-20,PED00042,CLI013,SUCURSAL NORTE,ASESOR DOS,SECTOR AGRO,FAMILIA GAMMA,C,1429.19,1157.3,3
2026-04-21,2026-04-20,PED00043,CLI010,SUCURSAL NORTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA ALFA,B,1855.0,2207.9,2
2026-04-22,2026-04-20,PED00044,CLI018,SUCURSAL SUR,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA ALFA,B,1750.96,1781.6,2
2026-04-22,2026-04-20,PED00045,CLI017,SUCURSAL SUR,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA DELTA,C,1820.95,1950.6,2
2026-04-22,2026-04-20,PED00045,CLI017,SUCURSAL SUR,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA ALFA,C,1384.05,1662.5,5
2026-04-24,2026-04-20,PED00046,CLI015,SUCURSAL SUR,ASESOR TRES,SECTOR AGRO,FAMILIA ALFA,C,1749.93,2162.4,2
2026-04-24,2026-04-20,PED00046,CLI015,SUCURSAL SUR,ASESOR TRES,SECTOR AGRO,FAMILIA GAMMA,C,1918.28,1391.0,3
2026-04-20,2026-04-20,PED00047,CLI014,SUCURSAL SUR,ASESOR UNO,SECTOR AGRO,FAMILIA BETA,C,1396.99,980.7,1
2026-04-24,2026-04-20,PED00048,CLI014,SUCURSAL SUR,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA DELTA,C,1795.45,1337.0,3
2026-04-23,2026-04-20,PED00049,CLI015,SUCURSAL SUR,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA DELTA,C,1655.58,2063.3,3
2026-04-20,2026-04-20,PED00050,CLI015,SUCURSAL SUR,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA GAMMA,C,2073.63,2376.2,3
2026-04-20,2026-04-20,PED00051,CLI039,SUCURSAL SUR,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA ALFA,A,1823.15,2015.4,3
2026-04-23,2026-04-20,PED00052,CLI019,SUCURSAL SUR,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA BETA,B,1671.32,2108.8,1
2026-04-23,2026-04-20,PED00052,CLI019,SUCURSAL SUR,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA DELTA,B,1825.26,1361.4,5
2026-04-20,2026-04-20,PED00053,CLI037,SUCURSAL ESTE,ASESOR DOS,SECTOR AGRO,FAMILIA BETA,B,2559.56,2193.8,3
2026-04-20,2026-04-20,PED00054,CLI037,SUCURSAL ESTE,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA BETA,C,2699.5,2677.1,1
2026-04-20,2026-04-20,PED00054,CLI037,SUCURSAL ESTE,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA DELTA,C,1012.17,1285.4,4
2026-04-22,2026-04-20,PED00055,CLI038,SUCURSAL ESTE,ASESOR DOS,SECTOR AGRO,FAMILIA ALFA,C,816.85,572.6,3
2026-04-20,2026-04-20,PED00056,CLI036,SUCURSAL ESTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA GAMMA,C,1692.82,1584.0,5
2026-04-20,2026-04-20,PED00056,CLI036,SUCURSAL ESTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA BETA,C,1934.37,2428.1,3
2026-04-21,2026-04-20,PED00057,CLI017,SUCURSAL ESTE,ASESOR UNO,SECTOR AGRO,FAMILIA GAMMA,A,1738.5,1546.2,3
2026-04-24,2026-04-20,PED00058,CLI038,SUCURSAL ESTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA ALFA,C,589.43,671.6,4
2026-04-23,2026-04-20,PED00059,CLI037,SUCURSAL ESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA BETA,C,2022.28,1919.0,3
2026-04-23,2026-04-20,PED00060,CLI037,SUCURSAL ESTE,ASESOR DOS,SECTOR AGRO,FAMILIA GAMMA,C,1772.0,1951.5,1
2026-04-24,2026-04-20,PED00061,CLI016,SUCURSAL ESTE,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA DELTA,A,1040.75,1294.4,4
2026-04-24,2026-04-20,PED00061,CLI016,SUCURSAL ESTE,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA GAMMA,A,1732.21,1781.9,2
2026-04-22,2026-04-20,PED00062,CLI036,SUCURSAL ESTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA GAMMA,B,2004.76,1646.5,1
2026-04-23,2026-04-20,PED00063,CLI010,SUCURSAL OESTE,ASESOR DOS,SECTOR AGRO,FAMILIA ALFA,C,1498.89,1565.7,3
2026-04-20,2026-04-20,PED00064,CLI002,SUCURSAL OESTE,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA BETA,B,1400.21,1522.7,4
2026-04-23,2026-04-20,PED00065,CLI014,SUCURSAL OESTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA DELTA,A,995.11,1252.0,5
2026-04-23,2026-04-20,PED00065,CLI014,SUCURSAL OESTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA ALFA,A,1713.28,2198.7,2
2026-04-23,2026-04-20,PED00066,CLI011,SUCURSAL OESTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA ALFA,A,1200.82,931.1,5
2026-04-22,2026-04-20,PED00067,CLI010,SUCURSAL OESTE,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA DELTA,C,1295.32,993.9,1
2026-04-23,2026-04-20,PED00068,CLI010,SUCURSAL OESTE,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA ALFA,C,1206.28,1062.6,4
2026-04-23,2026-04-20,PED00069,CLI010,SUCURSAL OESTE,ASESOR DOS,SECTOR AGRO,FAMILIA BETA,C,1191.59,1128.5,3
2026-04-20,2026-04-20,PED00070,CLI014,SUCURSAL OESTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA DELTA,A,1404.08,1173.9,1
2026-04-28,2026-04-27,PED00071,CLI012,SUCURSAL NORTE,ASESOR TRES,SECTOR AGRO,FAMILIA GAMMA,B,1765.09,1770.3,2
2026-04-28,2026-04-27,PED00072,CLI010,SUCURSAL NORTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA GAMMA,B,1778.85,1560.0,5
2026-04-30,2026-04-27,PED00073,CLI021,SUCURSAL NORTE,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA ALFA,A,2616.14,2061.1,4
2026-04-30,2026-04-27,PED00074,CLI021,SUCURSAL NORTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA ALFA,A,1937.74,1879.2,3
2026-04-29,2026-04-27,PED00075,CLI012,SUCURSAL NORTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA DELTA,C,1558.87,1712.7,4
2026-04-27,2026-04-27,PED00076,CLI009,SUCURSAL NORTE,ASESOR DOS,SECTOR AGRO,FAMILIA ALFA,B,2086.22,2656.4,1
2026-04-30,2026-04-27,PED00077,CLI011,SUCURSAL NORTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA DELTA,B,1684.55,1726.5,4
2026-04-27,2026-04-27,PED00078,CLI012,SUCURSAL NORTE,ASESOR UNO,SECTOR AGRO,FAMILIA BETA,B,789.56,915.9,1
2026-04-29,2026-04-27,PED00079,CLI009,SUCURSAL NORTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA ALFA,B,2571.6,2323.3,3
2026-04-29,2026-04-27,PED00080,CLI022,SUCURSAL NORTE,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA ALFA,A,1795.92,1509.1,4
2026-04-28,2026-04-27,PED00081,CLI017,SUCURSAL SUR,ASESOR DOS,SECTOR AGRO,FAMILIA BETA,C,1572.8,1797.9,2
2026-04-28,2026-04-27,PED00081,CLI017,SUCURSAL SUR,ASESOR DOS,SECTOR AGRO,FAMILIA ALFA,C,1765.63,1583.2,3
2026-05-01,2026-04-27,PED00082,CLI014,SUCURSAL SUR,ASESOR DOS,SECTOR AGRO,FAMILIA BETA,C,1261.19,931.8,1
2026-04-30,2026-04-27,PED00083,CLI017,SUCURSAL SUR,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA ALFA,B,1777.38,1466.3,4
2026-04-30,2026-04-27,PED00083,CLI017,SUCURSAL SUR,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA BETA,B,1402.14,1578.6,4
2026-05-01,2026-04-27,PED00084,CLI039,SUCURSAL SUR,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA BETA,A,1424.64,1658.7,1
2026-05-01,2026-04-27,PED00084,CLI039,SUCURSAL SUR,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA GAMMA,A,2557.37,2241.2,3
2026-04-28,2026-04-27,PED00085,CLI018,SUCURSAL SUR,ASESOR TRES,SECTOR AGRO,FAMILIA BETA,B,1260.08,998.0,5
2026-04-28,2026-04-27,PED00086,CLI038,SUCURSAL SUR,ASESOR UNO,SECTOR AGRO,FAMILIA BETA,A,1486.98,1130.6,4
2026-04-30,2026-04-27,PED00087,CLI037,SUCURSAL SUR,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA ALFA,A,1512.11,1104.2,5
2026-04-30,2026-04-27,PED00087,CLI037,SUCURSAL SUR,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA BETA,A,1668.43,1751.7,1
2026-05-01,2026-04-27,PED00088,CLI017,SUCURSAL SUR,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA ALFA,C,1426.03,1508.3,5
2026-04-28,2026-04-27,PED00089,CLI038,SUCURSAL SUR,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA GAMMA,A,1875.18,2136.5,2
2026-05-01,2026-04-27,PED00090,CLI036,SUCURSAL ESTE,ASESOR DOS,SECTOR AGRO,FAMILIA BETA,C,1892.51,1887.5,4
2026-05-01,2026-04-27,PED00091,CLI018,SUCURSAL ESTE,ASESOR UNO,SECTOR AGRO,FAMILIA ALFA,A,763.02,716.2,3
2026-04-27,2026-04-27,PED00092,CLI038,SUCURSAL ESTE,ASESOR DOS,SECTOR AGRO,FAMILIA GAMMA,C,1722.69,1224.7,3
2026-04-28,2026-04-27,PED00093,CLI039,SUCURSAL ESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA DELTA,B,1136.26,1354.7,4
2026-04-28,2026-04-27,PED00093,CLI039,SUCURSAL ESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA ALFA,B,741.37,681.2,2
2026-04-30,2026-04-27,PED00094,CLI016,SUCURSAL ESTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA GAMMA,A,1953.3,1568.5,3
2026-04-27,2026-04-27,PED00095,CLI036,SUCURSAL ESTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA BETA,B,2144.18,2578.1,1
2026-04-27,2026-04-27,PED00096,CLI018,SUCURSAL ESTE,ASESOR DOS,SECTOR AGRO,FAMILIA BETA,A,2595.28,2162.5,4
2026-04-27,2026-04-27,PED00096,CLI018,SUCURSAL ESTE,ASESOR DOS,SECTOR AGRO,FAMILIA GAMMA,A,1865.87,1525.7,4
2026-04-30,2026-04-27,PED00097,CLI012,SUCURSAL OESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA BETA,A,1319.47,1497.5,2
2026-04-29,2026-04-27,PED00098,CLI009,SUCURSAL OESTE,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA DELTA,C,1224.02,1317.3,3
2026-04-30,2026-04-27,PED00099,CLI002,SUCURSAL OESTE,ASESOR TRES,SECTOR AGRO,FAMILIA GAMMA,B,2187.43,2106.5,1
2026-04-28,2026-04-27,PED00100,CLI012,SUCURSAL OESTE,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA DELTA,C,1361.54,1615.2,4
2026-04-29,2026-04-27,PED00101,CLI014,SUCURSAL OESTE,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA DELTA,A,1202.08,1315.4,1
2026-05-01,2026-04-27,PED00102,CLI013,SUCURSAL OESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA DELTA,A,1273.32,1490.5,1
2026-05-05,2026-05-04,PED00103,CLI011,SUCURSAL NORTE,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA DELTA,C,1755.26,2082.8,2
2026-05-06,2026-05-04,PED00104,CLI011,SUCURSAL NORTE,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA GAMMA,C,1391.11,1722.1,3
2026-05-05,2026-05-04,PED00105,CLI012,SUCURSAL NORTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA BETA,B,651.2,470.2,2
2026-05-06,2026-05-04,PED00106,CLI013,SUCURSAL NORTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA BETA,C,593.91,604.9,3
2026-05-06,2026-05-04,PED00106,CLI013,SUCURSAL NORTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA DELTA,C,2275.63,2211.5,5
2026-05-06,2026-05-04,PED00107,CLI011,SUCURSAL NORTE,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA DELTA,C,2146.37,1843.4,3
2026-05-06,2026-05-04,PED00107,CLI011,SUCURSAL NORTE,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA GAMMA,C,1660.85,1521.6,1
2026-05-06,2026-05-04,PED00108,CLI020,SUCURSAL NORTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA GAMMA,A,1700.72,2194.7,5
2026-05-06,2026-05-04,PED00108,CLI020,SUCURSAL NORTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA BETA,A,822.31,1017.6,1
2026-05-08,2026-05-04,PED00109,CLI011,SUCURSAL NORTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA DELTA,B,1927.73,2385.2,2
2026-05-04,2026-05-04,PED00110,CLI011,SUCURSAL NORTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA GAMMA,C,1484.53,1505.1,5
2026-05-05,2026-05-04,PED00111,CLI017,SUCURSAL SUR,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA DELTA,B,1720.85,1219.2,2
2026-05-05,2026-05-04,PED00112,CLI016,SUCURSAL SUR,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA GAMMA,B,2586.64,3311.6,1
2026-05-05,2026-05-04,PED00112,CLI016,SUCURSAL SUR,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA BETA,B,1484.34,1539.9,3
2026-05-05,2026-05-04,PED00113,CLI017,SUCURSAL SUR,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA ALFA,C,1384.2,1410.4,4
2026-05-04,2026-05-04,PED00114,CLI036,SUCURSAL SUR,ASESOR UNO,SECTOR CONSTRUCCION,FAMILIA BETA,A,1202.24,985.5,5
2026-05-08,2026-05-04,PED00115,CLI017,SUCURSAL SUR,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA GAMMA,C,1898.67,2042.2,4
2026-05-07,2026-05-04,PED00116,CLI039,SUCURSAL SUR,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA DELTA,A,1734.22,2251.0,3
2026-05-06,2026-05-04,PED00117,CLI038,SUCURSAL SUR,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA GAMMA,A,2349.48,2259.3,5
2026-05-06,2026-05-04,PED00117,CLI038,SUCURSAL SUR,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA DELTA,A,2369.19,2078.7,2
2026-05-05,2026-05-04,PED00118,CLI016,SUCURSAL ESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA GAMMA,A,2055.29,1843.9,2
2026-05-05,2026-05-04,PED00118,CLI016,SUCURSAL ESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA ALFA,A,684.33,828.8,5
2026-05-04,2026-05-04,PED00119,CLI035,SUCURSAL ESTE,ASESOR DOS,SECTOR AGRO,FAMILIA BETA,C,2394.53,2118.3,2
2026-05-05,2026-05-04,PED00120,CLI036,SUCURSAL ESTE,ASESOR DOS,SECTOR INDUSTRIA,FAMILIA ALFA,C,605.88,761.8,3
2026-05-05,2026-05-04,PED00121,CLI015,SUCURSAL ESTE,ASESOR UNO,SECTOR INDUSTRIA,FAMILIA ALFA,A,775.66,885.9,1
2026-05-07,2026-05-04,PED00122,CLI015,SUCURSAL ESTE,ASESOR TRES,SECTOR AGRO,FAMILIA BETA,A,2052.46,1478.4,1
2026-05-05,2026-05-04,PED00123,CLI036,SUCURSAL ESTE,ASESOR TRES,SECTOR INDUSTRIA,FAMILIA BETA,B,2137.52,1927.8,3
2026-05-04,2026-05-04,PED00124,CLI038,SUCURSAL ESTE,ASESOR UNO,SECTOR AGRO,FAMILIA GAMMA,B,1976.13,2097.1,4
2026-05-04,2026-05-04,PED00124,CLI038,SUCURSAL ESTE,ASESOR UNO,SECTOR AGRO,FAMILIA BETA,B,2656.34,2844.9,1
2026-05-06,2026-05-04,PED00125,CLI001,SUCURSAL OESTE,ASESOR UNO,SECTOR AGRO,FAMILIA ALFA,B,1522.73,1263.8,1
2026-05-08,2026-05-04,PED00126,CLI011,SUCURSAL OESTE,ASESOR TRES,SECTOR AGRO,FAMILIA ALFA,A,1202.62,1196.0,4
2026-05-08,2026-05-04,PED00127,CLI011,SUCURSAL OESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA BETA,C,1341.01,1111.5,2
2026-05-07,2026-05-04,PED00128,CLI011,SUCURSAL OESTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA ALFA,A,1395.99,1056.9,4
2026-05-07,2026-05-04,PED00128,CLI011,SUCURSAL OESTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA GAMMA,A,2585.31,2965.7,4
2026-05-06,2026-05-04,PED00129,CLI003,SUCURSAL OESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA BETA,B,1397.13,1719.0,2
2026-05-06,2026-05-04,PED00130,CLI001,SUCURSAL OESTE,ASESOR DOS,SECTOR CONSTRUCCION,FAMILIA BETA,B,1684.09,1633.9,5
2026-05-06,2026-05-04,PED00131,CLI014,SUCURSAL OESTE,ASESOR TRES,SECTOR AGRO,FAMILIA BETA,A,1370.56,1487.9,2
2026-05-05,2026-05-04,PED00132,CLI002,SUCURSAL OESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA GAMMA,B,2254.83,1796.1,3
2026-05-05,2026-05-04,PED00132,CLI002,SUCURSAL OESTE,ASESOR TRES,SECTOR CONSTRUCCION,FAMILIA DELTA,B,1418.78,1213.4,1
